油管直播,#genre#
CCTV14,http://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV15,http://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV16,http://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV17,http://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
江苏卫视,http://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
上海卫视,http://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
湖南卫视,http://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
浙江卫视,http://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
东方卫视,http://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
北京卫视,http://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
天津卫视,http://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
安徽卫视,http://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
广东卫视,http://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,http://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
东南卫视,http://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
四川卫视,http://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
辽宁卫视,http://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
广西卫视,http://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
吉林卫视,http://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
山东卫视,http://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
江西卫视,http://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
河南卫视,http://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河北卫视,http://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
甘肃卫视,http://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
重庆卫视,http://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
云南卫视,http://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
贵州卫视,http://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
海南卫视,http://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
黑龙江卫视,http://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000

凤凰频道,#genre#
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8

央视频道,#genre#
CCTV-1 综合,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8
CCTV-2 财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8
CCTV-3 综艺,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001186/index.m3u8
CCTV-4 中文国际,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8
CCTV-5 体育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8
CCTV-5+ 体育赛事,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6 电影,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8
CCTV-7 国防军事,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8
CCTV-8 电视剧,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8
CCTV-9 纪录,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8
CCTV-10 科教,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8
CCTV-11 戏曲,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8
CCTV-12 社会与法,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001239/index.m3u8
CCTV-13 新闻,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8
CCTV-14 少儿,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001240/index.m3u8
CCTV-15 音乐,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001338/index.m3u8
CCTV-16 奥林匹克,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001258/index.m3u8
CCTV-17 农业农村,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001241/index.m3u8
CCTV-8K 超高清,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw2749731958_105918260/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1681529690&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
CGTN英语,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001058/index.m3u8
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

卫视频道,#genre#
内蒙古卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8
北京卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001029/index.m3u8
湖南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001026/index.m3u8
东方卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001013/index.m3u8
四川卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8
天津卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001036/index.m3u8
安徽卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001037/index.m3u8
山东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001028/index.m3u8
广东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8
广西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8
江苏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001033/index.m3u8
江西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
河北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001229/index.m3u8
河南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001222/index.m3u8
浙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001023/index.m3u8
海南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
深圳卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8
湖北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001027/index.m3u8
山西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001070/index.m3u8
东南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
贵州卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
辽宁卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001035/index.m3u8
重庆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
黑龙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8
陕西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001067/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
吉林卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001225/index.m3u8
云南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
三沙卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001185/index.m3u8
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8
新疆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001065/index.m3u8
西藏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8
兵团卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001066/index.m3u8
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?fmmv6

求索系列,#genre#
求索动物,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=3
求索记录,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
求索科学,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3
求索生活,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000003382/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=3

NewTV系列,#genre#
超级综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/1.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
武博世界,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw2554338791_49940138/ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1934355864_2070028581/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw2582593423_1721070986/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw2797725038_-2054878207/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
精品纪录,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2837435881_530071425/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3441504651_1879058580/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw3373254713_-1111569189/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8

堆堆港剧,#genre#
封神榜,http://192.168.31.99:5678/huya.php?id=23749096
天地争霸美猴王,http://192.168.31.99:5678/huya.php?id=23735126
楚汉骄雄,http://192.168.31.99:5678/huya.php?id=23740156
西游记,http://192.168.31.99:5678/huya.php?id=23728660
鹿鼎记1998,http://192.168.31.99:5678/huya.php?id=23865080
法证先锋3,http://192.168.31.99:5678/huya.php?id=23863804
寻秦记,http://192.168.31.99:5678/huya.php?id=23864973
神雕侠侣,http://192.168.31.99:5678/huya.php?id=23865171
洗冤录,http://192.168.31.99:5678/huya.php?id=23903130
陀枪师姐,http://192.168.31.99:5678/huya.php?id=23860039
笑傲江湖,http://192.168.31.99:5678/huya.php?id=23865142
天龙八部,http://192.168.31.99:5678/huya.php?id=23903123
鹿鼎记1984,http://192.168.31.99:5678/huya.php?id=23734183
使徒行者,http://192.168.31.99:5678/huya.php?id=23734256
扫黄先锋,http://192.168.31.99:5678/huya.php?id=23903196
大唐双龙传,http://192.168.31.99:5678/huya.php?id=23728674
金枝欲孽,http://192.168.31.99:5678/huya.php?id=23865036
创世纪,http://192.168.31.99:5678/huya.php?id=23749083
倚天屠龙记,http://192.168.31.99:5678/huya.php?id=23734246
大时代,http://192.168.31.99:5678/huya.php?id=23865161

虎牙解说,#genre#
电影狂人,http://192.168.31.99:5678/huya.php?id=18715610
鹿哥电影,http://192.168.31.99:5678/huya.php?id=24396360
斌哥漫说,http://192.168.31.99:5678/huya.php?id=18632116
续哥说电影,http://192.168.31.99:5678/huya.php?id=24396472
小川侃电影,http://192.168.31.99:5678/huya.php?id=15870999
阿钙扒瞎,http://192.168.31.99:5678/huya.php?id=15978172
阿良说剧,http://192.168.31.99:5678/huya.php?id=20488841
鱼丸电影,http://192.168.31.99:5678/huya.php?id=16615910
阿斗说电影,http://192.168.31.99:5678/huya.php?id=13303478
扁豆看电影,http://192.168.31.99:5678/huya.php?id=16028551
乌贼说电影,http://192.168.31.99:5678/huya.php?id=16604522
大象放映室,http://192.168.31.99:5678/huya.php?id=21277391
科幻梦工场,http://192.168.31.99:5678/huya.php?id=15152155
亮哥讲电影,http://192.168.31.99:5678/huya.php?id=16144175
越哥说电影,http://192.168.31.99:5678/huya.php?id=15894162
小冉看电影,http://192.168.31.99:5678/huya.php?id=17341907
嫦娥撩电影,http://192.168.31.99:5678/huya.php?id=18201106
阿翔说电影,http://192.168.31.99:5678/huya.php?id=16868935
疯狂解说家,http://192.168.31.99:5678/huya.php?id=18366196
虎妞说电影,http://192.168.31.99:5678/huya.php?id=20343144
顾久撩电影,http://192.168.31.99:5678/huya.php?id=16422212
俗哥看电影,http://192.168.31.99:5678/huya.php?id=15452736
老皮讲电影,http://192.168.31.99:5678/huya.php?id=16968572
默爷侃电影,http://192.168.31.99:5678/huya.php?id=17204307
冷君说电影,http://192.168.31.99:5678/huya.php?id=16739452
老炮说电影,http://192.168.31.99:5678/huya.php?id=15454716
刘老师说电影,http://192.168.31.99:5678/huya.php?id=20289754
恐怖电影解说,http://192.168.31.99:5678/huya.php?id=16741179

虎牙电影,#genre#
星爷,http://192.168.31.99:5678/huya.php?id=11342412
英叔,http://192.168.31.99:5678/huya.php?id=11342421
发哥,http://192.168.31.99:5678/huya.php?id=11342387
成龙,http://192.168.31.99:5678/huya.php?id=11342386
王晶,http://192.168.31.99:5678/huya.php?id=11602058
沈腾,http://192.168.31.99:5678/huya.php?id=11601968
黄渤,http://192.168.31.99:5678/huya.php?id=11352876
强森,http://192.168.31.99:5678/huya.php?id=21059581
漫威,http://192.168.31.99:5678/huya.php?id=11602034
宇宙,http://192.168.31.99:5678/huya.php?id=11342428
怪兽,http://192.168.31.99:5678/huya.php?id=21059577
武侠,http://192.168.31.99:5678/huya.php?id=11342427
警匪,http://192.168.31.99:5678/huya.php?id=11352886
罪犯,http://192.168.31.99:5678/huya.php?id=11352962
枪战,http://192.168.31.99:5678/huya.php?id=21059579
海盗,http://192.168.31.99:5678/huya.php?id=21059595
赛车,http://192.168.31.99:5678/huya.php?id=11279247
推荐,http://192.168.31.99:5678/huya.php?id=11602041
救援,http://192.168.31.99:5678/huya.php?id=21059594
热血,http://192.168.31.99:5678/huya.php?id=11352934
盗墓,http://192.168.31.99:5678/huya.php?id=21059552
贺岁,http://192.168.31.99:5678/huya.php?id=11601971
玄幻,http://192.168.31.99:5678/huya.php?id=11342414
谍战,http://192.168.31.99:5678/huya.php?id=21059585
战争,http://192.168.31.99:5678/huya.php?id=21059592
喜剧,http://192.168.31.99:5678/huya.php?id=11352877
港片,http://192.168.31.99:5678/huya.php?id=11602043
国产,http://192.168.31.99:5678/huya.php?id=11352973
周星星,http://192.168.31.99:5678/huya.php?id=11336587
李连杰,http://192.168.31.99:5678/huya.php?id=11342390
洪金宝,http://192.168.31.99:5678/huya.php?id=11279251
梁家辉,http://192.168.31.99:5678/huya.php?id=11342429
许冠英,http://192.168.31.99:5678/huya.php?id=11601972
刘德华,http://192.168.31.99:5678/huya.php?id=11342424
冯小刚,http://192.168.31.99:5678/huya.php?id=11352906
邱淑贞,http://192.168.31.99:5678/huya.php?id=11352949
五福星,http://192.168.31.99:5678/huya.php?id=11282233
斯坦森,http://192.168.31.99:5678/huya.php?id=21059588
小鬼头,http://192.168.31.99:5678/huya.php?id=11352963
八点档,http://192.168.31.99:5678/huya.php?id=880261
蜘蛛侠,http://192.168.31.99:5678/huya.php?id=21059599
贺岁片,http://192.168.31.99:5678/huya.php?id=11601986
功夫片,http://192.168.31.99:5678/huya.php?id=11352941
黑帮片,http://192.168.31.99:5678/huya.php?id=11336719
丧尸片,http://192.168.31.99:5678/huya.php?id=21059578
灾难片,http://192.168.31.99:5678/huya.php?id=11602075
谍战片,http://192.168.31.99:5678/huya.php?id=21059587
战争片,http://192.168.31.99:5678/huya.php?id=21059574
犯罪片,http://192.168.31.99:5678/huya.php?id=11352974
古装片,http://192.168.31.99:5678/huya.php?id=11336590
高分动作,http://192.168.31.99:5678/huya.php?id=11352884
动作电影,http://192.168.31.99:5678/huya.php?id=11602077
搞笑喜剧,http://192.168.31.99:5678/huya.php?id=11342423
喜剧专场,http://192.168.31.99:5678/huya.php?id=11602044
欢笑影院,http://192.168.31.99:5678/huya.php?id=11352894
不挤影院,http://192.168.31.99:5678/huya.php?id=11352897
国产悬疑,http://192.168.31.99:5678/huya.php?id=11342395
快意江湖,http://192.168.31.99:5678/huya.php?id=11342435
黑帮斗争,http://192.168.31.99:5678/huya.php?id=11342419
古墓系列,http://192.168.31.99:5678/huya.php?id=11352913
